"Keywords"	"Section"	"Description"
"Geography Cone"	"Clinical_Signs"	"initial pain and numbness at the site, followed by potential systemic effects like blurred vision, muscle paralysis, difficulty speaking, and respiratory failure, leading to coma and death"
"Geography Cone"	"Treatment"	"Immobilize the limb, apply hot water, and seek medical help immediately."
"Geography Cone"	"Notes"	"This snail can lead to death."
"German Shepherd"	"Class"	"Animals"
"German Shepherd"	"Category"	"Dogs"
"German Shepherd"	"Clinical_Signs"	"Redness and Swelling, Bruising, and Numbness or Tingling.
Pasteurellosis, Rabies, Capnocytophaga"
"German Shepherd"	"Treatment"	"Immediate first aid and seek professional medical attention."
"German Shepherd"	"Notes"	"Also one of the most dangerous dogs."
"Giant Freshwater Stingray"	"Class"	"Animals"
"Giant Freshwater Stingray"	"Category"	"Stingray"
"Giant Freshwater Stingray"	"Clinical_Signs"	"immediate, intense local pain, which can be followed by bleeding, redness, and swelling. Systemic symptoms can include nausea, vomiting, weakness, dizziness, and muscle cramps."
"Giant Freshwater Stingray"	"Treatment"	"Exit the water, Control the bleeding, and Immerse the wound in hot water"
"Giant Freshwater Stingray"	"Notes"	"It's very Deadly."
"Grand Canyon Rattlesnake"	"Class"	"Animals"
"Grand Canyon Rattlesnake"	"Category"	"Snake"
"Grand Canyon Rattlesnake"	"Scientific_name"	"Crotalus oreganus abyssus"
"Grand Canyon Rattlesnake"	"Distribution"	"In the United States, the Grand Canyon Rattlesnake is found only in Arizona."
"Grand Canyon Rattlesnake"	"state"	"Arizona"
"Grand Canyon Recluse"	"Class"	"Bugs"
"Grand Canyon Recluse"	"Category"	"Spider"
"Grand Canyon Recluse"	"Scientific_name"	"Loxosceles kaiba"
"Grand Canyon Recluse"	"state"	"Arizona"
"Great Basin Rattlesnake"	"Class"	"Animals"
"Great Basin Rattlesnake"	"Category"	"Snake"
"Great Basin Rattlesnake"	"Scientific_name"	"Crotalus oreganus lutosus"
"Great Basin Rattlesnake"	"Distribution"	"In the United States, the Great Basin Rattlesnake is found in Arizona, California, Idaho, Nevada, Oregon, and Utah."
"Great Basin Rattlesnake"	"state"	"Arizona,California,Idaho,Nevada,Oregon,Utah"
"Ground Ivy"	"Class"	"Plants"
"Ground Ivy"	"Category"	"Plants"
"Ground Ivy"	"Scientific_name"	"Glechoma hederacea"
"Ground Ivy"	"Description"	"Ground ivy is a low, prostrate perennial herb with slender 4-sided stems that hug the ground, root at their joints, and often cover areas of many square feet. Its leaves, two at a joint, are raised on slender stalks. They are roundish and have scallop-like teeth on their margins. Its small bluish flowers, found in the axils of the leaves, appear from April to May and even into July."
"Ground Ivy"	"Clinical_Signs"	"After having eaten large amounts of ground ivy, poisoned animals, especially horses, slobber and sweat, and the pupils of their eyes become dilated. They pant for breath as if from overstimulation. Such poisoning is rarely fatal."
"Ground Ivy"	"Toxic_Principle"	"Like other members of the mint family, ground ivy contains a volatile, aromatic oil. It also contains a bitter substance of unknown chemical constitution. It is collected as a drug plant and is used medicinally in small amounts as a stimulant and tonic. "
"Ground Ivy"	"Conditions_of_Poisoning"	"Ground-ivy poisoning is rare, probably because most animals do not like the bitter taste of the plant. Horses, the animals usually affected, are poisoned only after eating large quantities of the plant, either green or dried in hay."
"Ground Ivy"	"Control"	"Reasonable care should be taken not to graze animals in areas that are heavily infested with ground ivy, particularly at times when other herbage is dry or scarce. Neither should hay be made in meadows where the plant is abundant. Ground ivy should be regarded as a weed and destroyed in all places where it is a danger to animals. It is easily destroyed by cultivation."
"Ground Ivy"	"Animals_Affected"	"Horses"
"Ground Ivy"	"Distribution"	"Ground ivy, sometimes called Creeping Charlie, is a common weed of moist shaded places and is to be found in fence rows, about farmsteads, and in woodland pastures, gardens, and wastelands. It is also frequent near streams and ditches. A native of Europe, it has become a common plant throughout Illinois. "
"Ground Ivy"	"state"	"Illinois"
"Hemp"	"Class"	"Plants"
"Hemp"	"Category"	"Plants"
"Hemp"	"Scientific_name"	"Cannabis sativa"
"Hemp"	"Description"	"Hemp is a rough, odorous herb with few or no branches and angular stems that are covered in short, stiff hairs. Resources differ regarding the size of the plant, but the reported range can be from 3-12 feet tall. Lower leaves are opposite and upper leaves are alternate, and the leaves are long-stalked and palmately divided into 3-7 toothed leaflets. Flowers are small and green."
"Hemp"	"Clinical_Signs"	"Prolonged depression, vomiting, incoordination, sleepiness or excitation, hypersalivaton, dilated pupils, blurred vision, low blood pressure, low body temperature, seizure, coma, death (rare). Consumption of the plant may also affect the flavor and odor of the milk produced by the poisoned animal."
"Hemp"	"Toxic_Principle"	"Resins, including Delta-9-THC (tetrahydrocannabinol) and cannabidiol."
"Hemp"	"Conditions_of_Poisoning"	"Poisoning commonly occurs when large quantities of the plant are ingested. All parts of the plant are poisonous, but the greatest toxicity is found in the flower stalks. Poisoning symptoms can also occur from inhalation of the plant."
"Hemp"	"Control"	"Mammalian herbivores avoid browsing hemp when other plants are available, so be sure that animals grazing in areas infested with hemp have plentiful options for food."
"Hemp"	"Animals_Affected"	"Dogs, cats, horses"
"Hemp"	"Distribution"	"Hemp occurs in most areas of the United States, particularly where it was originally grown for its fiber. Habitats include borders of floodplain woodlands, borders of low-lying fields, weedy meadows along rivers, fence rows, and roadside ditches."
"Hemp"	"state"	""
"Hemp"	"References_Used"	"https://plants.ces.ncsu.edu/plants/all/cannabis-sativa/
https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/indian-hemp-0
Knight, A. P., & Walter, R. G. (2001). A guide to plant poisoning of animals in North America. Jackson, Wyo.: Teton NewMedia."
"Hobo Spider"	"Class"	"Bugs"
"Hobo Spider"	"Category"	"Spider"
"Hobo Spider"	"Scientific_name"	"Tegenaria agrestis"
"Hobo Spider"	"Other_name"	"Aggressive House Spider"
"Hobo Spider"	"Size"	"The average size of a mature Hobo Spider is approximately 1/2 to 3/4 of an inch, with a leg span of 1.5 inches."
"Hobo Spider"	"Description"	"The Hobo Spider is brown, with darker chevron markings on the back of its abdomen. The ends of the pedipalps on the male are swollen and look like small boxing gloves. The female does not have the swollen ends of the pedipalps, but generally has a larger abdomen."
"Hobo Spider"	"Distribution"	"The Hobo Spider is found in the northwestern United States in Idaho, Montana, Oregon, Utah, Washington, and Wyoming. Outside of the United States, the Hobo Spider is found in southwestern Canada, Europe, and Western and Central Asia."
"Hobo Spider"	"Notes"	"The Hobo Spider is a fast runner. It is often called the Aggressive House Spider, which is not really an accurate description, as the spider is not truly aggressive. It will however, bite readily if it feels trapped or threatened. The Hobo Spider is nocturnal, which means it is active during the nighttime.
The Hobo Spider has been known to have a necrotic bite. This means that the bite causes severe damage to the skin and surrounding tissue, resulting in a large open sore, called a necrotic lesion, that takes a long time to heal. In some cases, systemic effects (i.e. headaches or nausea) have been reported as well. The most notorious spider with a necrotic bite is the Brown Recluse. The bite of the Hobo Spider has often been misdiagnosed as a Brown Recluse bite in the Pacific northwest, where Brown Recluse spiders are not present."
"Hobo Spider"	"state"	"Alaska,Idaho,Montana,Oregon,Utah,Washington,Wyoming"
"Honey Bees"	"Class"	"Bugs"
"Honey Bees"	"Category"	"Bees"
"Honey Bees"	"Clinical_Signs"	"Look of the sting: A honey bee can sting only once and the stinger with the venom sac is detached from the bee's body. The venom sac continues to pump venom through the sting into the wound. This is why it is important to remove the stinger as quickly as possible to decrease the dose of venom injected.
Feeling of the sting: There are a wide range of reactions to honey bee venom. A normal healthy reaction may include swelling or redness in the general area where stung, and a feeling of heat or itchiness. Swelling can sometimes be severe
Severe reactions can lead to anaphylactic shock, a life-threatening series of symptoms including swelling of the throat and difficulty breathing."
"Honey Bees"	"Treatment"	"Cure: hydrocortisone creams, which can help reduce redness, itching, swelling, and pain
oral antihistamines, which can help reduce itching and redness
pain relievers and anti-inflammatories, which can reduce pain and swelling"
